step,Time,Hour,Minute,minute_of_day,ep_fridge_an_kw,ep_washer_an_kw,ep_dryer_bn_kw,boosterpump_abn_kw,ep_pump_kw,l2_bathroom1_an_kw,l3_socket1_an_kw,l1_airc_abn_kw,l2_airc1_abn_kw,l2_airc2_abn_kw,l3_airc_abn_kw,ep_1f_lighting1_an_kw,ep_1f_lighting2_bn_kw,ep_2f_lighting1_an_kw,ep_2f_lighting2_bn_kw,ep_3f_lighting1_an_kw,ep_3f_lighting2_bn_kw,l1_lighting1_an_kw,l1_lighting2_bn_kw,l2_lighting1_an_kw,l2_lighting2_bn_kw,l3_lighting1_an_kw,l3_lighting2_bn_kw,ep_1f_wifi_an_kw,ep_1f_socket_bn_kw,ep_kitchen_bn_kw,ep_2f_socket1_an_kw,ep_2f_socket2_bn_kw,l1_socket1_an_kw,l1_socket2_bn_kw,l1_socket3_an_kw,l1_socket4_bn_kw,l1_socket5_an_kw,l1_socket6_bn_kw,l1_kitchen_abn_kw,l2_socket1_an_kw,l2_socket2_bn_kw,l2_socket3_an_kw,l2_socket4_bn_kw,l2_socket5_an_kw,l2_socket6_bn_kw,l2_socket7_an_kw,l2_socket8_bn_kw,l2_bathroom2_bn_kw,l3_socket2_bn_kw,l3_socket3_an_kw,l3_socket4_bn_kw,l3_socket5_an_kw,l3_socket6_bn_kw,l3_socket7_an_kw,l3_socket8_bn_kw,total_power_kw,energy_kwh
13,00:13,0,13,13,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
14,00:14,0,14,14,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
15,00:15,0,15,15,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
16,00:16,0,16,16,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
17,00:17,0,17,17,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
18,00:18,0,18,18,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
19,00:19,0,19,19,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
20,00:20,0,20,20,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
21,00:21,0,21,21,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
22,00:22,0,22,22,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
23,00:23,0,23,23,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
24,00:24,0,24,24,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
25,00:25,0,25,25,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
26,00:26,0,26,26,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
27,00:27,0,27,27,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
28,00:28,0,28,28,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
29,00:29,0,29,29,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
30,00:30,0,30,30,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
31,00:31,0,31,31,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
32,00:32,0,32,32,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
33,00:33,0,33,33,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
34,00:34,0,34,34,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
35,00:35,0,35,35,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
36,00:36,0,36,36,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
37,00:37,0,37,37,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
38,00:38,0,38,38,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
39,00:39,0,39,39,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
40,00:40,0,40,40,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
41,00:41,0,41,41,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
42,00:42,0,42,42,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
43,00:43,0,43,43,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
44,00:44,0,44,44,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
45,00:45,0,45,45,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
46,00:46,0,46,46,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
47,00:47,0,47,47,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
48,00:48,0,48,48,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
49,00:49,0,49,49,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
50,00:50,0,50,50,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
51,00:51,0,51,51,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
52,00:52,0,52,52,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.100000000000005,0.20166666666666674
