step,Time,Hour,Minute,minute_of_day,fridge_kw,ac_kw,heater_kw,dehumidifier_kw,dryer_kw,lighting_kw,washer_kw,transferPump_kw,boosterPump_kw,total_power_kw,energy_kwh
46,11:30,11,30,690,0.03270378824919328,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2827037882491933,0.07067594706229832
47,11:45,11,45,705,0.0481077524537811,0.0,0.0,0.25,0.0,0.0032,0.0,0.0,0.0,0.30130775245378105,0.07532693811344526
48,12:00,12,0,720,0.07047803398384579,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.09367803398384579,0.023419508495961448
49,12:15,12,15,735,0.08671042531317981,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10671042531317981,0.026677606328294953
50,12:30,12,30,750,0.08729621175080672,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10729621175080672,0.02682405293770168
51,12:45,12,45,765,0.0718922475462189,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.0950922475462189,0.023773061886554724
52,13:00,13,0,780,0.04952196601615421,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.0727219660161542,0.01818049150403855
53,13:15,13,15,795,0.033289574686820186,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05328957468682019,0.013322393671705048
54,13:30,13,30,810,0.03270378824919328,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05270378824919328,0.01317594706229832
55,13:45,13,45,825,0.0481077524537811,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.0713077524537811,0.017826938113445275
56,14:00,14,0,840,0.07047803398384579,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.09367803398384579,0.023419508495961448
57,14:15,14,15,855,0.08671042531317981,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10671042531317981,0.026677606328294953
58,14:30,14,30,870,0.08729621175080672,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10729621175080672,0.02682405293770168
59,14:45,14,45,885,0.0718922475462189,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.0950922475462189,0.023773061886554724
60,15:00,15,0,900,0.04952196601615421,0.0,0.0,0.2866666666666667,0.0,0.0032,0.14251893676247382,0.4686666666666667,0.20266666666666666,1.1532409027786281,0.28831022569465703
61,15:15,15,15,915,0.033289574686820186,0.0,0.0,0.25,0.0,0.0,0.1464850698292047,0.37,0.0,0.799774644516025,0.19994366112900624
62,15:30,15,30,930,0.03270378824919328,0.0,0.0,0.25,0.0,0.0,0.14414113871168835,0.0,0.0,0.4268449269608816,0.1067112317402204
63,15:45,15,45,945,0.0481077524537811,0.0,0.0,0.25,0.0,0.0032,0.24000000000000002,0.0,0.0,0.541307752453781,0.13532693811344526
64,16:00,16,0,960,0.07047803398384579,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.09367803398384579,0.023419508495961448
65,16:15,16,15,975,0.08671042531317981,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10671042531317981,0.026677606328294953
66,16:30,16,30,990,0.08729621175080672,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.10729621175080672,0.02682405293770168
67,16:45,16,45,1005,0.0718922475462189,0.0,0.0,0.02,0.0,0.0032,0.0,0.0,0.0,0.0950922475462189,0.023773061886554724
68,17:00,17,0,1020,0.04952196601615421,0.0,0.0,0.02,0.0,0.13171484712322404,0.0,0.0,0.0,0.20123681313937825,0.05030920328484456
69,17:15,17,15,1035,0.033289574686820186,0.0,0.0,0.02,0.0,0.13470219144561973,0.0,0.0,0.0,0.18799176613243992,0.04699794153310998
70,17:30,17,30,1050,0.03270378824919328,0.0,0.0,0.02,0.0,0.11036513663926792,0.0,0.0,0.0,0.1630689248884612,0.0407672312221153
71,17:45,17,45,1065,0.0481077524537811,0.0,0.0,0.02,0.0,0.10393472200920255,0.0,0.0,0.0,0.17204247446298365,0.04301061861574591
72,18:00,18,0,1080,0.07047803398384579,1.14927833568973,0.0,0.2866666666666667,0.0,0.13171484712322404,0.0,0.0,0.0,1.6381378834634666,0.40953447086586664
73,18:15,18,15,1095,0.08671042531317981,1.1495528854523143,0.0,0.25,0.0,0.13470219144561973,0.0,0.0,0.0,1.6209655022111138,0.40524137555277845
74,18:30,18,30,1110,0.08729621175080672,0.2019188633122718,0.0,0.25,0.0,0.11036513663926792,0.0,0.0,0.0,0.6495802117023465,0.16239505292558662
75,18:45,18,45,1125,0.0718922475462189,0.1999188633122718,0.0,0.25,0.0,0.10393472200920255,0.0,0.0,0.0,0.6257458328676931,0.15643645821692329
76,19:00,19,0,1140,0.04952196601615421,0.2380811366877282,0.0,0.25,0.7,0.22240083893944004,0.0,0.0,0.0,1.4600039416433224,0.3650009854108306
77,19:15,19,15,1155,0.033289574686820186,0.2400811366877282,0.0,0.25,0.7,0.2246762204164921,0.0,0.0,0.0,1.4480469317910405,0.3620117329477601
78,19:30,19,30,1170,0.03270378824919328,0.2019188633122718,0.0,0.25,0.7,0.2192455281663504,0.0,0.0,0.0,1.4038681797278154,0.35096704493195385
79,19:45,19,45,1185,0.0481077524537811,0.1999188633122718,0.0,0.25,0.7,0.22144678362385015,0.0,0.0,0.0,1.419473399389903,0.35486834984747573
80,20:00,20,0,1200,0.07047803398384579,0.2380811366877282,4.0,0.02,0.7,0.22396004333196512,0.0,0.0,0.24000000000000002,5.492519214003538,1.3731298035008845
81,20:15,20,15,1215,0.08671042531317981,0.2400811366877282,4.0,0.02,0.7,0.220471971047887,0.0,0.0,0.24000000000000002,5.5072635330487945,1.3768158832621986
82,20:30,20,30,1230,0.08729621175080672,0.2019188633122718,4.0,0.02,0.04666666666666666,0.2250212681237149,0.0,0.0,0.24000000000000002,4.82090300985346,1.205225752463365
83,20:45,20,45,1245,0.0718922475462189,0.1999188633122718,4.0,0.02,0.0,0.21639860784065298,0.0,0.0,0.24000000000000002,4.748209718699144,1.187052429674786
84,21:00,21,0,1260,0.04952196601615421,0.2380811366877282,4.0,0.02,0.0,0.21658113351141509,0.0,0.0,0.24000000000000002,4.764184236215297,1.1910460590538243
85,21:15,21,15,1275,0.033289574686820186,0.2400811366877282,4.0,0.02,0.0,0.2194477256746974,0.0,0.0,0.24000000000000002,4.752818437049246,1.1882046092623115
86,21:30,21,30,1290,0.03270378824919328,0.2019188633122718,0.26666666666666666,0.02,0.0,0.21736669299845865,0.0,0.0,0.02666666666666667,0.765322677893257,0.19133066947331426
87,21:45,21,45,1305,0.0481077524537811,0.1999188633122718,0.0,0.02,0.0,0.2136830730300556,0.0,0.0,0.0,0.48170968879610854,0.12042742219902713
88,22:00,22,0,1320,0.07047803398384579,0.2380811366877282,0.0,0.02,0.0,0.22414649253637658,0.0,0.4686666666666667,0.0,1.0213723298746173,0.25534308246865434
89,22:15,22,15,1335,0.08671042531317981,0.2400811366877282,0.0,0.02,0.0,0.21715222775212603,0.0,0.37,0.0,0.933943789753034,0.2334859474382585
90,22:30,22,30,1350,0.08729621175080672,0.2019188633122718,0.0,0.02,0.0,0.2256343156028091,0.0,0.0,0.0,0.5348493906658877,0.13371234766647191
91,22:45,22,45,1365,0.0718922475462189,0.1999188633122718,0.0,0.02,0.0,0.22075416818668175,0.0,0.0,0.0,0.5125652790451725,0.12814131976129312
92,23:00,23,0,1380,0.04952196601615421,0.2380811366877282,0.0,0.02,0.0,0.04576151558792776,0.0,0.0,0.0,0.35336461829181015,0.08834115457295254
93,23:15,23,15,1395,0.033289574686820186,0.2400811366877282,0.0,0.02,0.0,0.04482681164270566,0.0,0.0,0.0,0.33819752301725403,0.08454938075431351
94,23:30,23,30,1410,0.03270378824919328,0.2019188633122718,0.0,0.02,0.0,0.04543237415130045,0.0,0.0,0.0,0.30005502571276554,0.07501375642819139
95,23:45,23,45,1425,0.0481077524537811,0.1999188633122718,0.0,0.02,0.0,0.045821410871989605,0.0,0.0,0.0,0.3138480266380425,0.07846200665951063
