Time,Hour,Minute,ep_fridge_an,ep_washer_an,ep_dryer_bn,ep_boosterpump_abn,ep_pump,ep_1f_lighting1_an,ep_1f_lighting2_bn,ep_2f_lighting1_an,ep_2f_lighting2_bn,ep_3f_lighting1_an,ep_3f_lighting2_bn,ep_1f_wifi_an,ep_1f_WaterHeater_abn,ep_kitchen_bn,ep_2f_socket1_an,ep_2f_socket2_bn,l1_airc_abn,l1_lighting1_an,l1_lighting2_bn,l1_InductionCooktop_abn,l1_socket1_an,l1_socket2_bn,l1_socket3_an,l1_socket4_bn,l1_socket5_an,l1_socket6_bn,l2_Dehumidifier_bn,l2_bathroom1_an,l2_bathroom2_bn,l2_airc1_abn,l2_airc2_abn,l2_lighting1_an,l2_lighting2_bn,l2_socket1_an,l2_socket2_bn,l2_socket3_an,l2_socket4_bn,l2_socket5_an,l2_socket6_bn,l2_socket7_an,l3_airc_abn,l3_lighting1_an,l3_lighting2_bn,l3_socket1_an,l3_socket2_bn,l3_socket3_an,l3_socket4_bn,l3_socket5_an,l3_socket6_bn,l3_socket7_an,l3_socket8_bn
02:30,2,30,196.08,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,14.66,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,0.14,20.524,20.524,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,23.456000000000003,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
02:45,2,45,196.6,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,12.44,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,0.08399999999999999,17.416,17.416,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,19.904,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
03:00,3,0,197.08,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,10.94,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,0.112,15.315999999999999,15.315999999999999,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,17.503999999999998,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
03:15,3,15,197.52,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,9.98,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,0.224,13.972,13.972,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.968,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
03:30,3,30,197.94,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,9.4,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,0.532,13.16,13.16,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.04,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
03:45,3,45,198.32,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,9.04,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,1.204,12.655999999999999,12.655999999999999,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.463999999999999,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
04:00,4,0,198.66,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.86,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,2.632,12.404,12.404,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.176,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
04:15,4,15,198.96,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.74,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,5.432,12.236,12.236,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.984000000000002,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
04:30,4,30,199.24,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.68,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,10.443999999999999,12.152000000000001,12.152000000000001,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.888,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
04:45,4,45,199.45999999999998,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.66,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,18.927999999999997,12.123999999999999,12.123999999999999,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.856,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
05:00,5,0,199.66,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.64,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,32.2,12.096,12.096,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.824000000000002,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
05:15,5,15,199.8,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.64,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,51.464,12.096,12.096,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.824000000000002,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
05:30,5,30,199.92000000000002,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.64,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,77.28,12.096,12.096,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.824000000000002,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
05:45,5,45,199.98,0.0,0.0,0.0,0.0,6.4,6.4,6.4,6.4,6.4,6.4,200.0,0.0,0.0,10.0,10.0,8.64,7.68,7.68,0.0,12.0,12.0,12.0,12.0,12.0,12.0,280.0,0.0,108.976,12.096,12.096,8.96,8.96,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.824000000000002,10.24,10.24,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
06:00,6,0,200.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,0.0,144.368,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
06:15,6,15,199.98,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,179.648,179.648,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
06:30,6,30,199.92000000000002,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,210.028,210.028,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
06:45,6,45,199.8,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,230.664,230.664,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
07:00,7,0,199.66,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,238.0,238.0,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
07:15,7,15,199.45999999999998,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,230.664,230.664,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
07:30,7,30,199.24,0.0,0.0,200.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,200.0,0.0,0.0,70.0,70.0,8.64,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,210.028,210.028,12.096,12.096,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.824000000000002,96.0,96.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
07:45,7,45,198.96,0.0,0.0,200.0,0.0,120.0,120.0,120.0,120.0,120.0,120.0,200.0,0.0,0.0,70.0,70.0,8.66,72.0,72.0,0.0,84.0,84.0,84.0,84.0,84.0,84.0,280.0,179.648,179.648,12.123999999999999,12.123999999999999,84.0,84.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,13.856,0.0,0.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0
08:00,8,0,198.66,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,8.68,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,12.152000000000001,12.152000000000001,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,13.888,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
08:15,8,15,198.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,8.72,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,12.208,12.208,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,13.952,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
08:30,8,30,197.94,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,8.799999999999999,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,12.319999999999999,12.319999999999999,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,14.079999999999998,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
08:45,8,45,197.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,9.06,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,12.684,12.684,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,14.496,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
09:00,9,0,197.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,9.84,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,13.776,13.776,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,15.744,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
09:15,9,15,196.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,12.36,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,17.304,17.304,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,19.776,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
09:30,9,30,196.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,20.3,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,28.42,28.42,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,32.480000000000004,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
09:45,9,45,195.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,42.120000000000005,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,58.968,58.968,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,67.392,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
10:00,10,0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,83.2,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,116.47999999999999,116.47999999999999,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,133.12,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
10:15,10,15,194.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,124.42,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,174.188,174.188,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,199.072,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
10:30,10,30,193.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,146.68,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,205.352,205.352,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,234.68800000000002,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
10:45,10,45,193.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,155.38,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,217.532,217.532,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,248.608,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
11:00,11,0,192.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,159.0,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,222.60000000000002,222.60000000000002,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,254.4,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
11:15,11,15,191.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,161.32,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,225.84799999999998,225.84799999999998,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,258.11199999999997,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
11:30,11,30,191.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,163.52,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,228.928,228.928,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,261.632,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
11:45,11,45,190.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,165.98,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,232.37199999999999,232.37199999999999,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,265.568,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
12:00,12,0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,168.48000000000002,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,235.872,235.872,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,269.568,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
12:15,12,15,189.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,169.94,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,237.916,237.916,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,271.904,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
12:30,12,30,188.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,166.72,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,233.40800000000002,233.40800000000002,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,266.752,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
12:45,12,45,188.04000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,150.42,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,210.588,210.588,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,240.672,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
13:00,13,0,187.42000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,115.68,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,161.952,161.952,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,185.08800000000002,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
13:15,13,15,186.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,81.6,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,114.24,114.24,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,130.56,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
13:30,13,30,186.17999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,67.22,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,94.108,94.108,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,107.552,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
13:45,13,45,185.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,8.0,8.0,67.04,0.0,0.0,0.0,9.6,9.6,9.6,9.6,9.6,9.6,280.0,0.0,0.0,93.856,93.856,0.0,0.0,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,107.264,0.0,0.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
