Time,Hour,Minute,ep_fridge_an,ep_washer_an,ep_dryer_bn,ep_boosterpump_abn,ep_pump,ep_1f_lighting1_an,ep_1f_lighting2_bn,ep_2f_lighting1_an,ep_2f_lighting2_bn,ep_3f_lighting1_an,ep_3f_lighting2_bn,ep_1f_wifi_an,ep_1f_WaterHeater_abn,ep_kitchen_bn,ep_2f_socket1_an,ep_2f_socket2_bn,l1_airc_abn,l1_lighting1_an,l1_lighting2_bn,l1_InductionCooktop_abn,l1_socket1_an,l1_socket2_bn,l1_socket3_an,l1_socket4_bn,l1_socket5_an,l1_socket6_bn,l2_Dehumidifier_bn,l2_bathroom1_an,l2_bathroom2_bn,l2_airc1_abn,l2_airc2_abn,l2_lighting1_an,l2_lighting2_bn,l2_socket1_an,l2_socket2_bn,l2_socket3_an,l2_socket4_bn,l2_socket5_an,l2_socket6_bn,l2_socket7_an,l3_airc_abn,l3_lighting1_an,l3_lighting2_bn,l3_socket1_an,l3_socket2_bn,l3_socket3_an,l3_socket4_bn,l3_socket5_an,l3_socket6_bn,l3_socket7_an,l3_socket8_bn
04:30,4,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
04:45,4,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
05:00,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
05:15,5,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
05:30,5,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
05:45,5,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
06:00,6,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
06:15,6,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
06:30,6,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
06:45,6,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
07:00,7,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
07:15,7,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
07:30,7,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
07:45,7,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
08:00,8,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
08:15,8,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
08:30,8,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
08:45,8,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
09:00,9,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
09:15,9,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
09:30,9,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
09:45,9,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
10:00,10,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
10:15,10,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
10:30,10,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
10:45,10,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
11:00,11,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
11:15,11,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
11:30,11,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
11:45,11,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
12:00,12,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
12:15,12,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
12:30,12,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
12:45,12,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
13:00,13,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
13:15,13,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
13:30,13,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
13:45,13,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
14:00,14,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
14:15,14,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
14:30,14,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
14:45,14,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
15:00,15,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
15:15,15,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
15:30,15,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
15:45,15,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
16:00,16,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
16:15,16,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
16:30,16,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
16:45,16,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
17:00,17,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
17:15,17,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
17:30,17,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
17:45,17,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
18:00,18,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
18:15,18,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
18:30,18,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
18:45,18,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
19:00,19,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
19:15,19,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
19:30,19,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
19:45,19,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
20:00,20,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
20:15,20,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
20:30,20,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
20:45,20,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
21:00,21,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
21:15,21,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
21:30,21,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
21:45,21,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
22:00,22,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
22:15,22,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
22:30,22,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
22:45,22,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
23:00,23,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
23:15,23,15,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
23:30,23,30,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
23:45,23,45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,240,240,240,240,240,240,240,240,240,280,280,280,280,280,280,280,280,280,280,280,280,280,280,320,320,320,320,320,320,320,320,320,320,320
