Time,Hour,Minute,ep_fridge_an,ep_washer_an,ep_dryer_bn,ep_boosterpump_abn,ep_pump,ep_1f_lighting1_an,ep_1f_lighting2_bn,ep_2f_lighting1_an,ep_2f_lighting2_bn,ep_3f_lighting1_an,ep_3f_lighting2_bn,ep_1f_wifi_an,ep_1f_WaterHeater_abn,ep_kitchen_bn,ep_2f_socket1_an,ep_2f_socket2_bn,l1_airc_abn,l1_lighting1_an,l1_lighting2_bn,l1_InductionCooktop_abn,l1_socket1_an,l1_socket2_bn,l1_socket3_an,l1_socket4_bn,l1_socket5_an,l1_socket6_bn,l2_Dehumidifier_bn,l2_bathroom1_an,l2_bathroom2_bn,l2_airc1_abn,l2_airc2_abn,l2_lighting1_an,l2_lighting2_bn,l2_socket1_an,l2_socket2_bn,l2_socket3_an,l2_socket4_bn,l2_socket5_an,l2_socket6_bn,l2_socket7_an,l3_airc_abn,l3_lighting1_an,l3_lighting2_bn,l3_socket1_an,l3_socket2_bn,l3_socket3_an,l3_socket4_bn,l3_socket5_an,l3_socket6_bn,l3_socket7_an,l3_socket8_bn
02:30,2,30,0.9804,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0733,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0005,0.0733,0.0733,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0733,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
02:45,2,45,0.983,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0622,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0003,0.0622,0.0622,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0622,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
03:00,3,0,0.9854,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0547,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0004,0.0547,0.0547,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0547,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
03:15,3,15,0.9876,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0499,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0008,0.0499,0.0499,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
03:30,3,30,0.9897,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.047,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0019,0.047,0.047,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.047,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
03:45,3,45,0.9916,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0452,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0043,0.0452,0.0452,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0452,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
04:00,4,0,0.9933,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0443,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0094,0.0443,0.0443,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0443,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
04:15,4,15,0.9948,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0437,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0194,0.0437,0.0437,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0437,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
04:30,4,30,0.9962,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0434,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0373,0.0434,0.0434,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0434,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
04:45,4,45,0.9973,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0433,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.0676,0.0433,0.0433,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0433,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
05:00,5,0,0.9983,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0432,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.115,0.0432,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
05:15,5,15,0.999,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0432,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.1838,0.0432,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
05:30,5,30,0.9996,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0432,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.276,0.0432,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
05:45,5,45,0.9999,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.032,1,0,0,0.05,0.05,0.0432,0.032,0.032,0,0.05,0.05,0.05,0.05,0.05,0.05,1,0,0.3892,0.0432,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0432,0.032,0.032,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
06:00,6,0,1,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0,0.5156,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
06:15,6,15,0.9999,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.6416,0.6416,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
06:30,6,30,0.9996,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.7501,0.7501,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
06:45,6,45,0.999,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.8238,0.8238,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
07:00,7,0,0.9983,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.85,0.85,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
07:15,7,15,0.9973,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.8238,0.8238,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
07:30,7,30,0.9962,0,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0.35,0.35,0.0432,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.7501,0.7501,0.0432,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0432,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
07:45,7,45,0.9948,0,0,1,0,0.6,0.6,0.6,0.6,0.6,0.6,1,0,0,0.35,0.35,0.0433,0.3,0.3,0,0.35,0.35,0.35,0.35,0.35,0.35,1,0.6416,0.6416,0.0433,0.0433,0.3,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.0433,0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
08:00,8,0,0.9933,0,0,1,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.0434,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.0434,0.0434,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0434,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
08:15,8,15,0.9916,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.0436,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.0436,0.0436,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0436,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
08:30,8,30,0.9897,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04,0.04,0.044,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.044,0.044,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.044,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
08:45,8,45,0.9876,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.0453,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.0453,0.0453,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0453,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
09:00,9,0,0.9854,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.0492,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.0492,0.0492,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0492,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
09:15,9,15,0.983,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.0618,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.0618,0.0618,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0618,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
09:30,9,30,0.9804,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.1015,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.1015,0.1015,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1015,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
09:45,9,45,0.9778,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.2106,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.2106,0.2106,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.2106,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
10:00,10,0,0.975,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.416,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.416,0.416,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.416,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
10:15,10,15,0.9721,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.6221,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.6221,0.6221,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.6221,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
10:30,10,30,0.9691,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.7334,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.7334,0.7334,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7334,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
10:45,10,45,0.9661,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.7769,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.7769,0.7769,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7769,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
11:00,11,0,0.9629,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.795,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.795,0.795,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.795,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
11:15,11,15,0.9598,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.8066,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.8066,0.8066,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.8066,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
11:30,11,30,0.9565,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.8176,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.8176,0.8176,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.8176,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
11:45,11,45,0.9533,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.8299,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.8299,0.8299,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.8299,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
12:00,12,0,0.95,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.8424,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.8424,0.8424,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.8424,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
12:15,12,15,0.9467,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.8497,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.8497,0.8497,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.8497,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
12:30,12,30,0.9435,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.8336,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.8336,0.8336,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.8336,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
12:45,12,45,0.9402,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.7521,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.7521,0.7521,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.7521,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
13:00,13,0,0.9371,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.5784,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5784,0.5784,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5784,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
13:15,13,15,0.9339,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.408,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.408,0.408,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.408,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
13:30,13,30,0.9309,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.3361,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.3361,0.3361,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.3361,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
13:45,13,45,0.9279,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.3352,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.3352,0.3352,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.3352,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
14:00,14,0,0.925,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.3624,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.3624,0.3624,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.3624,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
14:15,14,15,0.9222,0,0,0,0,0,0,0,0,0,0,1,0,0.0001,0.04,0.04,0.3979,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.3979,0.3979,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.3979,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
14:30,14,30,0.9196,0,0,0,0,0,0,0,0,0,0,1,0,0.0003,0.04,0.04,0.4347,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.4347,0.4347,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.4347,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
14:45,14,45,0.917,0,0,0,0,0,0,0,0,0,0,1,0.0001,0.0009,0.04,0.04,0.4695,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.4695,0.4695,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.4695,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
15:00,15,0,0.9146,0,0,0,0,0,0,0,0,0,0,1,0.0001,0.0022,0.04,0.04,0.5005,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5005,0.5005,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5005,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
15:15,15,15,0.9124,0,0,0,0,0,0,0,0,0,0,1,0.0003,0.0051,0.04,0.04,0.5262,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5262,0.5262,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5262,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
15:30,15,30,0.9103,0,0,0,0,0,0,0,0,0,0,1,0.0006,0.0111,0.04,0.04,0.5454,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5454,0.5454,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5454,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
15:45,15,45,0.9084,0,0,0,0,0,0,0,0,0,0,1,0.0013,0.0228,0.04,0.04,0.5573,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5573,0.5573,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5573,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
16:00,16,0,0.9067,0,0,0,0,0,0,0,0,0,0,1,0.0025,0.0439,0.04,0.04,0.5613,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5613,0.5613,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5613,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
16:15,16,15,0.9052,0,0,0,0,0,0,0,0,0,0,1,0.0048,0.0796,0.04,0.04,0.5573,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5573,0.5573,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5573,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
16:30,16,30,0.9038,0,0,0,0,0,0,0,0,0,0,1,0.0088,0.1353,0.04,0.04,0.5454,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5454,0.5454,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5454,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
16:45,16,45,0.9027,0,0,0,0,0,0,0,0,0,0,1,0.0156,0.2163,0.04,0.04,0.5262,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,0,0,0.5262,0.5262,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.5262,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
17:00,17,0,0.9017,0,0,0,0,0,0,0,0,0,0,1,0.0267,0.3247,1,1,0.5005,0,0,0,1,1,1,1,1,1,1,0,0,0.5005,0.5005,0,0,1,1,1,1,1,1,1,0.5005,1,1,1,1,1,1,1,1,1,1
17:15,17,15,0.901,0,0,1,0,1,1,1,1,1,1,1,0.0439,0.4578,1,1,0.4695,1,1,0,1,1,1,1,1,1,1,0.0277,0.0277,0.4695,0.4695,1,1,1,1,1,1,1,1,1,0.4695,1,1,1,1,1,1,1,1,1,1
